name,country,price,rating,image_url,bottle_image_url,region,winery,flavor,food_pairing,grapes
Joseph Phelps Vineyards Cabernet Sauvignon 1978,United States,365,4.4,images/Joseph_Phelps_Vineyards_Cabernet_Sauvignon_1978.png,images/bottle_Joseph_Phelps_Vineyards_Cabernet_Sauvignon_.png,Napa Valley,Joseph Phelps Vineyards,"oak, black fruit, non oak, earth, spices, red fruit, microbio, dried fruit, vegetal, floral, citrus fruit, tree fruit, tropical fruit","Beef, Lamb, Game (deer, venison), Mature and hard cheese, Poultry",Cabernet Sauvignon
Chateau Montelena Napa Valley Cabernet Sauvignon 1975,United States,396,4.3,images/Chateau_Montelena_Napa_Valley_Cabernet_Sauvignon_1.png,images/bottle_Chateau_Montelena_Napa_Valley_Cabernet_Sauv.png,Napa Valley,Chateau Montelena,"oak, black fruit, non oak, red fruit, spices, earth, microbio, vegetal, dried fruit, floral, tree fruit, citrus fruit, tropical fruit","Beef, Lamb, Game (deer, venison), Mature and hard cheese, Poultry",Cabernet Sauvignon
Heitz Cellar Cabernet Sauvignon 1971,United States,640,4.2,images/Heitz_Cellar_Cabernet_Sauvignon_1971.png,images/bottle_Heitz_Cellar_Cabernet_Sauvignon_1971.png,Napa Valley,Heitz Cellar,"oak, black fruit, earth, non oak, spices, red fruit, microbio, floral, vegetal, dried fruit, tree fruit, citrus fruit, tropical fruit","Beef, Lamb, Game (deer, venison), Mature and hard cheese, Poultry",Cabernet Sauvignon
Beaulieu Vineyard (BV) Napa Valley Cabernet Sauvignon 1970,United States,180,4,images/Beaulieu_Vineyard_BV_Napa_Valley_Cabernet_Sauvigno.png,images/bottle_Beaulieu_Vineyard_BV_Napa_Valley_Cabernet_S.png,Napa Valley,Beaulieu Vineyard (BV),"oak, black fruit, red fruit, non oak, earth, spices, microbio, dried fruit, vegetal, floral, tree fruit, citrus fruit, tropical fruit","Beef, Lamb, Game (deer, venison), Mature and hard cheese, Poultry",Cabernet Sauvignon
Groth Cabernet Sauvignon 1991,United States,117,4.3,images/Groth_Cabernet_Sauvignon_1991.png,images/bottle_Groth_Cabernet_Sauvignon_1991.png,Oakville,Groth,"oak, black fruit, earth, non oak, spices, red fruit, microbio, dried fruit, vegetal, floral, tree fruit, citrus fruit, tropical fruit","Beef, Lamb, Game (deer, venison), Mature and hard cheese, Poultry",Cabernet Sauvignon
Mount Veeder Winery Cabernet Sauvignon 1978,United States,520,4.1,images/Mount_Veeder_Winery_Cabernet_Sauvignon_1978.png,images/bottle_Mount_Veeder_Winery_Cabernet_Sauvignon_1978.png,Napa Valley,Mount Veeder Winery,"oak, black fruit, earth, non oak, red fruit, spices, microbio, dried fruit, vegetal, floral, citrus fruit, tree fruit, tropical fruit","Beef, Lamb, Game (deer, venison), Mature and hard cheese, Poultry",Cabernet Sauvignon
Clos du Val Cabernet Sauvignon 1977,United States,260,4.1,images/Clos_du_Val_Cabernet_Sauvignon_1977.png,images/bottle_Clos_du_Val_Cabernet_Sauvignon_1977.png,Napa Valley,Clos du Val,"oak, black fruit, earth, non oak, spices, red fruit, microbio, dried fruit, floral, vegetal, citrus fruit, tree fruit, tropical fruit","Beef, Lamb, Game (deer, venison), Mature and hard cheese, Poultry",Cabernet Sauvignon
Napa Cellars Cabernet Sauvignon 2006,United States,45.99,3.9,images/Napa_Cellars_Cabernet_Sauvignon_2006.png,images/bottle_Napa_Cellars_Cabernet_Sauvignon_2006.png,Napa Valley,Napa Cellars,"oak, black fruit, non oak, earth, spices, red fruit, microbio, floral, dried fruit, vegetal, citrus fruit, tree fruit, tropical fruit","Beef, Lamb, Game (deer, venison), Mature and hard cheese, Poultry",Cabernet Sauvignon
Sebastiani Sonoma County Cabernet Sauvignon 1970,United States,165,3.9,images/Sebastiani_Sonoma_County_Cabernet_Sauvignon_1970.png,images/bottle_Sebastiani_Sonoma_County_Cabernet_Sauvignon.png,Sonoma County,Sebastiani,"oak, black fruit, red fruit, non oak, spices, earth, microbio, dried fruit, floral, vegetal, citrus fruit, tree fruit, tropical fruit","Beef, Lamb, Game (deer, venison)",Cabernet Sauvignon
Beaulieu Vineyard (BV) Georges De Latour Private Reserve Cabernet Sauvignon 1960,United States,830,4.4,images/Beaulieu_Vineyard_BV_Georges_De_Latour_Private_Res.png,images/bottle_Beaulieu_Vineyard_BV_Georges_De_Latour_Priv.png,Napa Valley,Beaulieu Vineyard (BV),"oak, black fruit, earth, non oak, spices, red fruit, microbio, dried fruit, floral, vegetal, citrus fruit, tree fruit, tropical fruit","Beef, Lamb, Game (deer, venison), Mature and hard cheese, Poultry",Cabernet Sauvignon
Pine Ridge Napa Valley Cabernet Sauvignon 1991,United States,269,4.3,images/Pine_Ridge_Napa_Valley_Cabernet_Sauvignon_1991.png,images/bottle_Pine_Ridge_Napa_Valley_Cabernet_Sauvignon_1.png,Napa Valley,Pine Ridge,"oak, black fruit, non oak, spices, red fruit, earth, microbio, dried fruit, vegetal, floral, tree fruit, citrus fruit, tropical fruit","Beef, Lamb, Game (deer, venison), Mature and hard cheese, Poultry",Cabernet Sauvignon
Chappellet Signature Cabernet Sauvignon 1982,United States,398,4.3,images/Chappellet_Signature_Cabernet_Sauvignon_1982.png,images/bottle_Chappellet_Signature_Cabernet_Sauvignon_198.png,Napa Valley,Chappellet,"oak, black fruit, non oak, earth, spices, red fruit, microbio, dried fruit, floral, vegetal, tree fruit, citrus fruit, tropical fruit","Beef, Lamb, Game (deer, venison), Mature and hard cheese, Poultry",Cabernet Sauvignon
Grgich Hills Cabernet Sauvignon 1980,United States,179,4.2,images/Grgich_Hills_Cabernet_Sauvignon_1980.png,images/bottle_Grgich_Hills_Cabernet_Sauvignon_1980.png,Napa Valley,Grgich Hills,"oak, black fruit, earth, non oak, spices, red fruit, microbio, dried fruit, vegetal, floral, tree fruit, citrus fruit, tropical fruit","Beef, Lamb, Game (deer, venison), Mature and hard cheese, Poultry",Cabernet Sauvignon
Trefethen Cabernet Sauvignon 1989,United States,110,4.2,images/Trefethen_Cabernet_Sauvignon_1989.png,images/bottle_Trefethen_Cabernet_Sauvignon_1989.png,Oak Knoll District,Trefethen,"oak, black fruit, earth, non oak, spices, red fruit, microbio, vegetal, dried fruit, floral, tree fruit, citrus fruit","Beef, Lamb, Game (deer, venison), Mature and hard cheese, Poultry",Cabernet Sauvignon
Beringer Private Reserve Cabernet Sauvignon 1983,United States,194,4.4,images/Beringer_Private_Reserve_Cabernet_Sauvignon_1983.png,images/bottle_Beringer_Private_Reserve_Cabernet_Sauvignon.png,Napa Valley,Beringer,"oak, black fruit, earth, non oak, spices, red fruit, microbio, dried fruit, floral, vegetal, tree fruit, citrus fruit, tropical fruit","Beef, Lamb, Game (deer, venison), Mature and hard cheese, Poultry",Cabernet Sauvignon
Chateau Montelena The Montelena Estate Cabernet Sauvignon 1978,United States,644,4.5,images/Chateau_Montelena_The_Montelena_Estate_Cabernet_Sa.png,images/bottle_Chateau_Montelena_The_Montelena_Estate_Cabe.png,Calistoga,Chateau Montelena,"oak, black fruit, earth, non oak, red fruit, spices, microbio, dried fruit, floral, vegetal, citrus fruit, tree fruit, tropical fruit","Beef, Lamb, Game (deer, venison), Mature and hard cheese, Poultry",Cabernet Sauvignon
Stag's Leap Wine Cellars FAY Cabernet Sauvignon 1989,United States,285,4.5,images/Stags_Leap_Wine_Cellars_FAY_Cabernet_Sauvignon_198.png,images/bottle_Stags_Leap_Wine_Cellars_FAY_Cabernet_Sauvig.png,Napa Valley,Stag's Leap Wine Cellars,"oak, black fruit, non oak, earth, spices, red fruit, microbio, floral, dried fruit, vegetal, tree fruit, citrus fruit, tropical fruit","Beef, Lamb, Game (deer, venison), Mature and hard cheese, Poultry",Cabernet Sauvignon
Orin Swift Mercury Head Cabernet Sauvignon 2023,United States,169.99,4.6,images/Orin_Swift_Mercury_Head_Cabernet_Sauvignon_2023.png,images/bottle_Orin_Swift_Mercury_Head_Cabernet_Sauvignon_.png,Napa Valley,Orin Swift,"oak, black fruit, non oak, earth, spices, red fruit, microbio, dried fruit, floral, vegetal, tree fruit, citrus fruit, tropical fruit","Beef, Lamb, Game (deer, venison), Mature and hard cheese, Poultry",Cabernet Sauvignon
Chimney Rock Cabernet Sauvignon 2022,United States,99.99,4.4,images/Chimney_Rock_Cabernet_Sauvignon_2022.png,images/bottle_Chimney_Rock_Cabernet_Sauvignon_2022.png,Stags Leap District,Chimney Rock,"oak, black fruit, non oak, earth, spices, red fruit, microbio, dried fruit, vegetal, floral, tree fruit, citrus fruit, tropical fruit","Beef, Lamb, Game (deer, venison), Mature and hard cheese, Poultry",Cabernet Sauvignon
Freemark Abbey Cabernet Sauvignon 1976,United States,197,4.2,images/Freemark_Abbey_Cabernet_Sauvignon_1976.png,images/bottle_Freemark_Abbey_Cabernet_Sauvignon_1976.png,Napa Valley,Freemark Abbey,"oak, black fruit, non oak, earth, red fruit, spices, microbio, vegetal, dried fruit, floral, citrus fruit, tree fruit, tropical fruit","Beef, Lamb, Game (deer, venison), Mature and hard cheese, Poultry",Cabernet Sauvignon
Carson Ridge Cabernet Sauvignon 2023,United States,14.97,3.7,images/Carson_Ridge_Cabernet_Sauvignon_2023.png,images/bottle_Carson_Ridge_Cabernet_Sauvignon_2023.png,Paso Robles,Carson Ridge,"oak, black fruit, red fruit, non oak, spices, earth, microbio, dried fruit, vegetal, tree fruit, citrus fruit, floral, tropical fruit","Beef, Lamb, Game (deer, venison)",Cabernet Sauvignon
Sterling Vineyards Napa Valley Cabernet Sauvignon 2020,United States,30.99,3.9,images/Sterling_Vineyards_Napa_Valley_Cabernet_Sauvignon_.png,images/bottle_Sterling_Vineyards_Napa_Valley_Cabernet_Sau.png,Napa Valley,Sterling Vineyards,"oak, black fruit, non oak, red fruit, spices, earth, microbio, dried fruit, vegetal, tree fruit, floral, citrus fruit, tropical fruit","Beef, Lamb, Game (deer, venison), Mature and hard cheese, Poultry",Cabernet Sauvignon
Austin Hope Austin Paso Robles Cabernet Sauvignon,United States,18.79,4.2,images/Austin_Hope_Austin_Paso_Robles_Cabernet_Sauvignon.png,images/bottle_Austin_Hope_Austin_Paso_Robles_Cabernet_Sau.png,Paso Robles,Austin Hope,"oak, black fruit, non oak, spices, red fruit, earth, dried fruit, microbio, floral, vegetal, tree fruit, citrus fruit, tropical fruit","Beef, Lamb, Game (deer, venison)",Cabernet Sauvignon
Olema Cabernet Sauvignon 2023,United States,25,3.9,images/Olema_Cabernet_Sauvignon_2023.png,images/bottle_Olema_Cabernet_Sauvignon_2023.png,Sonoma County,Olema,"oak, black fruit, red fruit, non oak, earth, spices, microbio, dried fruit, vegetal, citrus fruit, tree fruit, floral, tropical fruit","Beef, Lamb, Game (deer, venison)",Cabernet Sauvignon
Robert Mondavi Private Selection Vint Cabernet Sauvignon Aged in Bourbon Barrels 2018,United States,18.78,4.1,images/Robert_Mondavi_Private_Selection_Vint_Cabernet_Sau.png,images/bottle_Robert_Mondavi_Private_Selection_Vint_Caber.png,California,Robert Mondavi Private Selection,"oak, non oak, spices, black fruit, red fruit, earth, microbio, dried fruit, vegetal, floral, tree fruit, citrus fruit, tropical fruit","Beef, Lamb, Game (deer, venison), Poultry",Cabernet Sauvignon
Stag's Leap Wine Cellars ARTEMIS Cabernet Sauvignon 2018,United States,74.99,4.5,images/Stags_Leap_Wine_Cellars_ARTEMIS_Cabernet_Sauvignon.png,images/bottle_Stags_Leap_Wine_Cellars_ARTEMIS_Cabernet_Sa.png,Napa Valley,Stag's Leap Wine Cellars,"oak, black fruit, non oak, spices, earth, red fruit, microbio, dried fruit, floral, vegetal, tree fruit, citrus fruit, tropical fruit","Beef, Lamb, Game (deer, venison), Mature and hard cheese, Poultry",Cabernet Sauvignon
Austin Hope Austin Hope Cabernet Sauvignon 2021,United States,60.99,4.3,images/Austin_Hope_Austin_Hope_Cabernet_Sauvignon_2021.png,images/bottle_Austin_Hope_Austin_Hope_Cabernet_Sauvignon_.png,Paso Robles,Austin Hope,"oak, black fruit, non oak, spices, red fruit, earth, dried fruit, microbio, floral, vegetal, citrus fruit, tree fruit, tropical fruit","Beef, Lamb, Game (deer, venison)",Cabernet Sauvignon
Inglenook Cabernet Sauvignon 1970,United States,289,4.3,images/Inglenook_Cabernet_Sauvignon_1970.png,images/bottle_Inglenook_Cabernet_Sauvignon_1970.png,Rutherford,Inglenook,"oak, black fruit, earth, non oak, red fruit, spices, microbio, vegetal, floral, dried fruit, tree fruit, citrus fruit, tropical fruit","Beef, Lamb, Game (deer, venison), Mature and hard cheese, Poultry",Cabernet Sauvignon
Francis Ford Coppola Winery Diamond Collection Cabernet Sauvignon 2017,United States,21.13,3.9,images/Francis_Ford_Coppola_Winery_Diamond_Collection_Cab.png,images/bottle_Francis_Ford_Coppola_Winery_Diamond_Collect.png,California,Francis Ford Coppola Winery,"oak, black fruit, red fruit, non oak, spices, earth, microbio, dried fruit, vegetal, citrus fruit, tree fruit, floral, tropical fruit","Beef, Lamb, Game (deer, venison), Poultry",Cabernet Sauvignon
Joel Gott Cabernet Sauvignon (815) 2017,United States,23.48,4,images/Joel_Gott_Cabernet_Sauvignon_815_2017.png,images/bottle_Joel_Gott_Cabernet_Sauvignon_815_2017.png,California,Joel Gott,"oak, black fruit, non oak, red fruit, spices, earth, microbio, dried fruit, vegetal, tree fruit, citrus fruit, floral, tropical fruit","Beef, Lamb, Game (deer, venison), Poultry",Cabernet Sauvignon
Buehler Cabernet Sauvignon 1986,United States,96,4,images/Buehler_Cabernet_Sauvignon_1986.png,images/bottle_Buehler_Cabernet_Sauvignon_1986.png,Napa Valley,Buehler,"oak, black fruit, non oak, earth, spices, red fruit, microbio, vegetal, dried fruit, floral, tree fruit, citrus fruit","Beef, Lamb, Game (deer, venison), Mature and hard cheese, Poultry",Cabernet Sauvignon
Justin Cabernet Sauvignon 2017,United States,29.99,4.1,images/Justin_Cabernet_Sauvignon_2017.png,images/bottle_Justin_Cabernet_Sauvignon_2017.png,Paso Robles,Justin,"oak, black fruit, red fruit, non oak, spices, earth, microbio, dried fruit, vegetal, floral, tree fruit, citrus fruit, tropical fruit","Beef, Lamb, Game (deer, venison)",Cabernet Sauvignon
Caymus Vineyards Cabernet Sauvignon California 2022,United States,45.99,4.2,images/Caymus_Vineyards_Cabernet_Sauvignon_California_202.png,images/bottle_Caymus_Vineyards_Cabernet_Sauvignon_Califor.png,California,Caymus Vineyards,,"Beef, Lamb, Game (deer, venison), Poultry",Cabernet Sauvignon
Dry Creek Vineyard Cabernet Sauvignon 1999,United States,168,3.9,images/Dry_Creek_Vineyard_Cabernet_Sauvignon_1999.png,images/bottle_Dry_Creek_Vineyard_Cabernet_Sauvignon_1999.png,Dry Creek Valley,Dry Creek Vineyard,"oak, red fruit, black fruit, earth, non oak, spices, microbio, dried fruit, vegetal, floral, citrus fruit, tree fruit","Beef, Lamb, Game (deer, venison)",Cabernet Sauvignon
Josh Cellars Cabernet Sauvignon 2016,United States,11.98,3.8,images/Josh_Cellars_Cabernet_Sauvignon_2016.png,images/bottle_Josh_Cellars_Cabernet_Sauvignon_2016.png,California,Josh Cellars,"oak, black fruit, red fruit, non oak, spices, earth, microbio, dried fruit, tree fruit, vegetal, citrus fruit, floral, tropical fruit","Beef, Lamb, Game (deer, venison), Poultry",Cabernet Sauvignon
Château St. Jean Cabernet Sauvignon 2021,United States,39.99,3.7,images/Chteau_St_Jean_Cabernet_Sauvignon_2021.png,images/bottle_Chteau_St_Jean_Cabernet_Sauvignon_2021.png,California,Château St. Jean,"black fruit, oak, red fruit, non oak, spices, earth, microbio, dried fruit, tree fruit, vegetal, citrus fruit, floral, tropical fruit","Beef, Lamb, Game (deer, venison), Poultry",Cabernet Sauvignon
Dunn Howell Mountain Cabernet Sauvignon 1981,United States,690,4.5,images/Dunn_Howell_Mountain_Cabernet_Sauvignon_1981.png,images/bottle_Dunn_Howell_Mountain_Cabernet_Sauvignon_198.png,Howell Mountain,Dunn,"oak, earth, black fruit, non oak, spices, red fruit, vegetal, floral, microbio, dried fruit, tree fruit, citrus fruit, tropical fruit","Beef, Lamb, Game (deer, venison), Mature and hard cheese, Poultry",Cabernet Sauvignon
Stag's Leap Wine Cellars S.L.V. Cabernet Sauvignon 1976,United States,545,4.5,images/Stags_Leap_Wine_Cellars_SLV_Cabernet_Sauvignon_197.png,images/bottle_Stags_Leap_Wine_Cellars_SLV_Cabernet_Sauvig.png,Napa Valley,Stag's Leap Wine Cellars,"oak, black fruit, earth, non oak, red fruit, spices, floral, microbio, dried fruit, vegetal, citrus fruit, tree fruit, tropical fruit","Beef, Lamb, Game (deer, venison), Mature and hard cheese, Poultry",Cabernet Sauvignon
Opus One Opus One 2013,United States,549.99,4.6,images/Opus_One_Opus_One_2013.png,images/bottle_Opus_One_Opus_One_2013.png,Napa Valley,Opus One,"oak, black fruit, earth, non oak, spices, red fruit, microbio, floral, dried fruit, vegetal, citrus fruit, tree fruit, tropical fruit","Beef, Lamb, Game (deer, venison), Mature and hard cheese, Poultry",Cabernet Sauvignon
Beaulieu Vineyard (BV) Rutherford Cabernet Sauvignon 1978,United States,265,4.1,images/Beaulieu_Vineyard_BV_Rutherford_Cabernet_Sauvignon.png,images/bottle_Beaulieu_Vineyard_BV_Rutherford_Cabernet_Sa.png,Rutherford,Beaulieu Vineyard (BV),"oak, black fruit, earth, non oak, red fruit, spices, microbio, dried fruit, floral, vegetal, tree fruit, citrus fruit, tropical fruit","Beef, Lamb, Game (deer, venison), Mature and hard cheese, Poultry",Cabernet Sauvignon
Mayacamas Cabernet Sauvignon 1991,United States,475,4.3,images/Mayacamas_Cabernet_Sauvignon_1991.png,images/bottle_Mayacamas_Cabernet_Sauvignon_1991.png,Mount Veeder,Mayacamas,"black fruit, oak, earth, red fruit, non oak, spices, vegetal, floral, microbio, dried fruit, citrus fruit, tree fruit, tropical fruit","Beef, Lamb, Game (deer, venison), Mature and hard cheese, Poultry",Cabernet Sauvignon
Quilceda Creek Cabernet Sauvignon 2022,United States,269,4.6,images/Quilceda_Creek_Cabernet_Sauvignon_2022.png,images/bottle_Quilceda_Creek_Cabernet_Sauvignon_2022.png,Columbia Valley,Quilceda Creek,"oak, black fruit, earth, non oak, spices, red fruit, floral, microbio, dried fruit, vegetal, tropical fruit, tree fruit, citrus fruit","Beef, Lamb, Game (deer, venison), Poultry",Cabernet Sauvignon
Bread & Butter Cabernet Sauvignon 2018,United States,14.99,4,images/Bread_Butter_Cabernet_Sauvignon_2018.png,images/bottle_Bread_Butter_Cabernet_Sauvignon_2018.png,California,Bread & Butter,"oak, non oak, spices, black fruit, red fruit, microbio, earth, dried fruit, vegetal, floral, citrus fruit, tree fruit, tropical fruit","Beef, Lamb, Game (deer, venison), Poultry",Cabernet Sauvignon
Louis M. Martini Sonoma County Cabernet Sauvignon 2018,United States,44.99,3.9,images/Louis_M_Martini_Sonoma_County_Cabernet_Sauvignon_2.png,images/bottle_Louis_M_Martini_Sonoma_County_Cabernet_Sauv.png,Sonoma County,Louis M. Martini,"oak, black fruit, red fruit, non oak, spices, earth, microbio, dried fruit, vegetal, floral, tree fruit, citrus fruit, tropical fruit","Beef, Lamb, Game (deer, venison)",Cabernet Sauvignon
The Hess Collection Mount Veeder Estate Cabernet Sauvignon 1986,United States,139,4.2,images/The_Hess_Collection_Mount_Veeder_Estate_Cabernet_S.png,images/bottle_The_Hess_Collection_Mount_Veeder_Estate_Cab.png,Mount Veeder,The Hess Collection,"oak, black fruit, earth, non oak, red fruit, spices, microbio, floral, vegetal, dried fruit, citrus fruit, tree fruit","Beef, Lamb, Game (deer, venison), Mature and hard cheese, Poultry",Cabernet Sauvignon
DAOU Cabernet Sauvignon 2020,United States,22.99,4.1,images/DAOU_Cabernet_Sauvignon_2020.png,images/bottle_DAOU_Cabernet_Sauvignon_2020.png,Paso Robles,DAOU,"oak, black fruit, red fruit, non oak, spices, earth, dried fruit, microbio, vegetal, floral, tree fruit, citrus fruit, tropical fruit","Beef, Lamb, Game (deer, venison)",Cabernet Sauvignon
Castello dei Rampolla Sammarco 1982,Italy,285,4.3,images/Castello_dei_Rampolla_Sammarco_1982.png,images/bottle_Castello_dei_Rampolla_Sammarco_1982.png,Toscana,Castello dei Rampolla,"oak, earth, black fruit, non oak, red fruit, spices, microbio, vegetal, floral, dried fruit, citrus fruit, tree fruit, tropical fruit","Beef, Lamb, Veal, Poultry, Cured Meat","Cabernet Sauvignon, Merlot, Sangiovese, Canaiolo Nero"
Kenwood Jack London Vineyard Cabernet Sauvignon 1978,United States,260,4,images/Kenwood_Jack_London_Vineyard_Cabernet_Sauvignon_19.png,images/bottle_Kenwood_Jack_London_Vineyard_Cabernet_Sauvi.png,Sonoma Mountain,Kenwood,"oak, black fruit, spices, red fruit, earth, non oak, microbio, dried fruit, vegetal, floral, tree fruit, citrus fruit, tropical fruit","Beef, Lamb, Game (deer, venison)",Cabernet Sauvignon
Black Stallion Cabernet Sauvignon 2016,United States,53.56,4.2,images/Black_Stallion_Cabernet_Sauvignon_2016.png,images/bottle_Black_Stallion_Cabernet_Sauvignon_2016.png,Napa Valley,Black Stallion,"oak, black fruit, red fruit, non oak, spices, earth, microbio, dried fruit, vegetal, floral, tree fruit, citrus fruit, tropical fruit","Beef, Lamb, Game (deer, venison), Mature and hard cheese, Poultry",Cabernet Sauvignon
Spottswoode Cabernet Sauvignon 1988,United States,198,4.5,images/Spottswoode_Cabernet_Sauvignon_1988.png,images/bottle_Spottswoode_Cabernet_Sauvignon_1988.png,St. Helena,Spottswoode,"oak, black fruit, earth, non oak, red fruit, spices, microbio, floral, vegetal, dried fruit, tree fruit, citrus fruit, tropical fruit","Beef, Lamb, Game (deer, venison), Mature and hard cheese, Poultry",Cabernet Sauvignon
Double Black Cabernet Sauvignon 1924,United States,21.99,3.9,images/Double_Black_Cabernet_Sauvignon_1924.png,images/bottle_Double_Black_Cabernet_Sauvignon_1924.png,Paso Robles,Double Black,"black fruit, oak, red fruit, non oak, earth, spices, dried fruit, microbio, vegetal, floral, tree fruit, citrus fruit","Beef, Lamb, Game (deer, venison)",Cabernet Sauvignon
Tenuta Regaleali Vigna San Francesco Cabernet Sauvignon 2001,Italy,64.61,4.2,images/Tenuta_Regaleali_Vigna_San_Francesco_Cabernet_Sauv.png,images/bottle_Tenuta_Regaleali_Vigna_San_Francesco_Cabern.png,Sicilia,Tenuta Regaleali,"oak, black fruit, spices, non oak, earth, red fruit, microbio, dried fruit, vegetal, floral, citrus fruit, tree fruit, tropical fruit","Beef, Pasta, Lamb","Primitivo, Aglianico, Negroamaro, Nero d'Avola"
Spring Mountain Vineyard Cabernet Sauvignon 1973,United States,690,4.4,images/Spring_Mountain_Vineyard_Cabernet_Sauvignon_1973.png,images/bottle_Spring_Mountain_Vineyard_Cabernet_Sauvignon.png,Napa Valley,Spring Mountain Vineyard,"oak, black fruit, earth, non oak, red fruit, spices, microbio, dried fruit, floral, vegetal, tree fruit, tropical fruit, citrus fruit","Beef, Lamb, Game (deer, venison), Mature and hard cheese, Poultry",Cabernet Sauvignon
